
		EULER METHOD Computation:
 142	 0.1420000000000001	 0.7129932843838639
 143	 0.1430000000000001	 0.7137062776682478
 144	 0.1440000000000001	 0.714419983945916
 145	 0.1450000000000001	 0.7151344039298619
 146	 0.1460000000000001	 0.7158495383337918
 147	 0.1470000000000001	 0.7165653878721256
 148	 0.1480000000000001	 0.7172819532599978
 149	 0.1490000000000001	 0.7179992352132578
 150	 0.1500000000000001	 0.718717234448471
 151	 0.1510000000000001	 0.7194359516829195
 152	 0.1520000000000001	 0.7201553876346024
 153	 0.1530000000000001	 0.720875543022237
 154	 0.1540000000000001	 0.7215964185652592
 155	 0.1550000000000001	 0.7223180149838245
 156	 0.1560000000000001	 0.7230403329988083
 157	 0.1570000000000001	 0.7237633733318072
 158	 0.1580000000000001	 0.724487136705139
 159	 0.1590000000000001	 0.7252116238418441
 160	 0.16000000000000011	 0.725936835465686
 161	 0.16100000000000012	 0.7266627723011517
 162	 0.16200000000000012	 0.7273894350734529
 163	 0.16300000000000012	 0.7281168245085263
 164	 0.16400000000000012	 0.7288449413330349
 165	 0.16500000000000012	 0.729573786274368
 166	 0.16600000000000012	 0.7303033600606423
 167	 0.16700000000000012	 0.731033663420703
 168	 0.16800000000000012	 0.7317646970841237
 169	 0.16900000000000012	 0.7324964617812079
 170	 0.17000000000000012	 0.7332289582429891
 171	 0.17100000000000012	 0.7339621872012321
 172	 0.17200000000000013	 0.7346961493884333
 173	 0.17300000000000013	 0.7354308455378218
 174	 0.17400000000000013	 0.7361662763833596
 175	 0.17500000000000013	 0.736902442659743
 176	 0.17600000000000013	 0.7376393451024028
 177	 0.17700000000000013	 0.7383769844475052
 178	 0.17800000000000013	 0.7391153614319527
 179	 0.17900000000000013	 0.7398544767933847
 180	 0.18000000000000013	 0.740594331270178
 181	 0.18100000000000013	 0.7413349256014482
 182	 0.18200000000000013	 0.7420762605270497
 183	 0.18300000000000013	 0.7428183367875767
 184	 0.18400000000000014	 0.7435611551243643
 185	 0.18500000000000014	 0.7443047162794887
 186	 0.18600000000000014	 0.7450490209957682
 187	 0.18700000000000014	 0.745794070016764
 188	 0.18800000000000014	 0.7465398640867807
 189	 0.18900000000000014	 0.7472864039508675
 190	 0.19000000000000014	 0.7480336903548184
 191	 0.19100000000000014	 0.7487817240451732
 192	 0.19200000000000014	 0.7495305057692183
 193	 0.19300000000000014	 0.7502800362749875
 194	 0.19400000000000014	 0.7510303163112625
 195	 0.19500000000000015	 0.7517813466275738
 196	 0.19600000000000015	 0.7525331279742014
 197	 0.19700000000000015	 0.7532856611021755
 198	 0.19800000000000015	 0.7540389467632778
 199	 0.19900000000000015	 0.754792985710041
 200	 0.20000000000000015	 0.7555477786957511
 201	 0.20100000000000015	 0.7563033264744469
 202	 0.20200000000000015	 0.7570596298009213
 203	 0.20300000000000015	 0.7578166894307222
 204	 0.20400000000000015	 0.758574506120153
 205	 0.20500000000000015	 0.7593330806262731
 206	 0.20600000000000016	 0.7600924137068994
 207	 0.20700000000000016	 0.7608525061206063
 208	 0.20800000000000016	 0.7616133586267269
 209	 0.20900000000000016	 0.7623749719853535
 210	 0.21000000000000016	 0.7631373469573389
 211	 0.21100000000000016	 0.7639004843042962
 212	 0.21200000000000016	 0.7646643847886005
 213	 0.21300000000000016	 0.7654290491733892
 214	 0.21400000000000016	 0.7661944782225626
 215	 0.21500000000000016	 0.7669606727007852
 216	 0.21600000000000016	 0.7677276333734859
 217	 0.21700000000000016	 0.7684953610068594
 218	 0.21800000000000017	 0.7692638563678663
 219	 0.21900000000000017	 0.7700331202242342
 220	 0.22000000000000017	 0.7708031533444585
 221	 0.22100000000000017	 0.7715739564978029
 222	 0.22200000000000017	 0.7723455304543008
 223	 0.22300000000000017	 0.7731178759847551
 224	 0.22400000000000017	 0.7738909938607399
 225	 0.22500000000000017	 0.7746648848546006
 226	 0.22600000000000017	 0.7754395497394552
 227	 0.22700000000000017	 0.7762149892891946
 228	 0.22800000000000017	 0.7769912042784838
 229	 0.22900000000000018	 0.7777681954827622
 230	 0.23000000000000018	 0.778545963678245
 231	 0.23100000000000018	 0.7793245096419232
 232	 0.23200000000000018	 0.7801038341515651
 233	 0.23300000000000018	 0.7808839379857168
 234	 0.23400000000000018	 0.7816648219237025
 235	 0.23500000000000018	 0.7824464867456261
 236	 0.23600000000000018	 0.7832289332323717
 237	 0.23700000000000018	 0.7840121621656041
 238	 0.23800000000000018	 0.7847961743277697
 239	 0.23900000000000018	 0.7855809705020975
 240	 0.24000000000000019	 0.7863665514725996
 241	 0.2410000000000002	 0.7871529180240722
 242	 0.2420000000000002	 0.7879400709420963
 243	 0.2430000000000002	 0.7887280110130384
 244	 0.2440000000000002	 0.7895167390240514
 245	 0.2450000000000002	 0.7903062557630754
 246	 0.2460000000000002	 0.7910965620188385
 247	 0.2470000000000002	 0.7918876585808573
 248	 0.2480000000000002	 0.7926795462394381
 249	 0.2490000000000002	 0.7934722257856776
 250	 0.25000000000000017	 0.7942656980114632
 251	 0.25100000000000017	 0.7950599637094746
 252	 0.25200000000000017	 0.7958550236731841
 253	 0.25300000000000017	 0.7966508786968572
 254	 0.25400000000000017	 0.7974475295755541
 255	 0.25500000000000017	 0.7982449771051296
 256	 0.25600000000000017	 0.7990432220822348
 257	 0.2570000000000002	 0.799842265304317
 258	 0.2580000000000002	 0.8006421075696213
 259	 0.2590000000000002	 0.8014427496771909
 260	 0.2600000000000002	 0.8022441924268681
 261	 0.2610000000000002	 0.803046436619295
 262	 0.2620000000000002	 0.8038494830559143
 263	 0.2630000000000002	 0.8046533325389702
 264	 0.2640000000000002	 0.8054579858715092
 265	 0.2650000000000002	 0.8062634438573807
 266	 0.2660000000000002	 0.8070697073012381
 267	 0.2670000000000002	 0.8078767770085393
 268	 0.2680000000000002	 0.8086846537855479
 269	 0.2690000000000002	 0.8094933384393335
 270	 0.2700000000000002	 0.8103028317777728
 271	 0.2710000000000002	 0.8111131346095506
 272	 0.2720000000000002	 0.8119242477441602
 273	 0.2730000000000002	 0.8127361719919043
 274	 0.2740000000000002	 0.8135489081638962
 275	 0.2750000000000002	 0.8143624570720601
 276	 0.2760000000000002	 0.8151768195291322
 277	 0.2770000000000002	 0.8159919963486614
 278	 0.2780000000000002	 0.81680798834501
 279	 0.2790000000000002	 0.817624796333355
 280	 0.2800000000000002	 0.8184424211296885
 281	 0.2810000000000002	 0.8192608635508182
 282	 0.2820000000000002	 0.820080124414369
 283	 0.2830000000000002	 0.8209002045387833
 284	 0.2840000000000002	 0.821721104743322
 285	 0.2850000000000002	 0.8225428258480654
 286	 0.2860000000000002	 0.8233653686739134
 287	 0.2870000000000002	 0.8241887340425873
 288	 0.2880000000000002	 0.8250129227766299
 289	 0.2890000000000002	 0.8258379356994064
 290	 0.2900000000000002	 0.8266637736351059
 291	 0.2910000000000002	 0.8274904374087411
 292	 0.2920000000000002	 0.8283179278461498
 293	 0.2930000000000002	 0.8291462457739959
 294	 0.2940000000000002	 0.8299753920197699
 295	 0.2950000000000002	 0.8308053674117897
 296	 0.2960000000000002	 0.8316361727792014
 297	 0.2970000000000002	 0.8324678089519806
 298	 0.2980000000000002	 0.8333002767609325
 299	 0.2990000000000002	 0.8341335770376935
 300	 0.3000000000000002	 0.8349677106147312
 301	 0.3010000000000002	 0.8358026783253459
 302	 0.3020000000000002	 0.8366384810036713
 303	 0.3030000000000002	 0.837475119484675
 304	 0.3040000000000002	 0.8383125946041596
 305	 0.3050000000000002	 0.8391509071987638
 306	 0.3060000000000002	 0.8399900581059626
 307	 0.3070000000000002	 0.8408300481640686
 308	 0.3080000000000002	 0.8416708782122326
 309	 0.3090000000000002	 0.8425125490904448
 310	 0.3100000000000002	 0.8433550616395352
 311	 0.3110000000000002	 0.8441984167011748
 312	 0.3120000000000002	 0.8450426151178759
 313	 0.3130000000000002	 0.8458876577329938
 314	 0.3140000000000002	 0.8467335453907268
 315	 0.3150000000000002	 0.8475802789361175
 316	 0.3160000000000002	 0.8484278592150537
 317	 0.3170000000000002	 0.8492762870742687
 318	 0.3180000000000002	 0.850125563361343
 319	 0.31900000000000023	 0.8509756889247044
 320	 0.32000000000000023	 0.8518266646136291
 321	 0.32100000000000023	 0.8526784912782427
 322	 0.32200000000000023	 0.8535311697695209
 323	 0.32300000000000023	 0.8543847009392904
 324	 0.32400000000000023	 0.8552390856402297
 325	 0.32500000000000023	 0.8560943247258699
 326	 0.32600000000000023	 0.8569504190505958
 327	 0.32700000000000023	 0.8578073694696464
 328	 0.32800000000000024	 0.858665176839116
 329	 0.32900000000000024	 0.8595238420159551
 330	 0.33000000000000024	 0.860383365857971
 331	 0.33100000000000024	 0.861243749223829
 332	 0.33200000000000024	 0.8621049929730528
 333	 0.33300000000000024	 0.8629670979660258
 334	 0.33400000000000024	 0.8638300650639918
 335	 0.33500000000000024	 0.8646938951290558
 336	 0.33600000000000024	 0.8655585890241849
 337	 0.33700000000000024	 0.8664241476132091
 338	 0.33800000000000024	 0.8672905717608222
 339	 0.33900000000000025	 0.8681578623325831
 340	 0.34000000000000025	 0.8690260201949157
 341	 0.34100000000000025	 0.8698950462151106
 342	 0.34200000000000025	 0.8707649412613258
 343	 0.34300000000000025	 0.8716357062025871
 344	 0.34400000000000025	 0.8725073419087898
 345	 0.34500000000000025	 0.8733798492506986
 346	 0.34600000000000025	 0.8742532290999493
 347	 0.34700000000000025	 0.8751274823290492
 348	 0.34800000000000025	 0.8760026098113783
 349	 0.34900000000000025	 0.8768786124211897
 350	 0.35000000000000026	 0.8777554910336108
 351	 0.35100000000000026	 0.8786332465246445
 352	 0.35200000000000026	 0.8795118797711691
 353	 0.35300000000000026	 0.8803913916509403
 354	 0.35400000000000026	 0.8812717830425912
 355	 0.35500000000000026	 0.8821530548256338
 356	 0.35600000000000026	 0.8830352078804594
 357	 0.35700000000000026	 0.8839182430883399
 358	 0.35800000000000026	 0.8848021613314282
 359	 0.35900000000000026	 0.8856869634927597
 360	 0.36000000000000026	 0.8865726504562524
 361	 0.36100000000000027	 0.8874592231067087
 362	 0.36200000000000027	 0.8883466823298154
 363	 0.36300000000000027	 0.8892350290121452
 364	 0.36400000000000027	 0.8901242640411574
 365	 0.36500000000000027	 0.8910143883051985
 366	 0.36600000000000027	 0.8919054026935037
 367	 0.36700000000000027	 0.8927973080961972
 368	 0.36800000000000027	 0.8936901054042934
 369	 0.36900000000000027	 0.8945837955096977
 370	 0.3700000000000003	 0.8954783793052074
 371	 0.3710000000000003	 0.8963738576845126
 372	 0.3720000000000003	 0.8972702315421971
 373	 0.3730000000000003	 0.8981675017737393
 374	 0.3740000000000003	 0.899065669275513
 375	 0.3750000000000003	 0.8999647349447886
 376	 0.3760000000000003	 0.9008646996797334
 377	 0.3770000000000003	 0.9017655643794131
 378	 0.3780000000000003	 0.9026673299437925
 379	 0.3790000000000003	 0.9035699972737363
 380	 0.3800000000000003	 0.90447356727101
 381	 0.3810000000000003	 0.905378040838281
 382	 0.3820000000000003	 0.9062834188791192
 383	 0.3830000000000003	 0.9071897022979983
 384	 0.3840000000000003	 0.9080968920002963
 385	 0.3850000000000003	 0.9090049888922966
 386	 0.3860000000000003	 0.909913993881189
 387	 0.3870000000000003	 0.9108239078750702
 388	 0.3880000000000003	 0.9117347317829453
 389	 0.3890000000000003	 0.9126464665147282
 390	 0.3900000000000003	 0.9135591129812429
 391	 0.3910000000000003	 0.9144726720942241
 392	 0.3920000000000003	 0.9153871447663183
 393	 0.3930000000000003	 0.9163025319110847
 394	 0.3940000000000003	 0.9172188344429958
 395	 0.3950000000000003	 0.9181360532774387
 396	 0.3960000000000003	 0.9190541893307161
 397	 0.3970000000000003	 0.9199732435200468
 398	 0.3980000000000003	 0.9208932167635668
 399	 0.3990000000000003	 0.9218141099803304
 400	 0.4000000000000003	 0.9227359240903108
 401	 0.4010000000000003	 0.9236586600144011
 402	 0.4020000000000003	 0.9245823186744155
 403	 0.4030000000000003	 0.92550690099309
 404	 0.4040000000000003	 0.9264324078940831
 405	 0.4050000000000003	 0.9273588403019771
 406	 0.4060000000000003	 0.9282861991422791
 407	 0.4070000000000003	 0.9292144853414214
 408	 0.4080000000000003	 0.9301436998267628
 409	 0.4090000000000003	 0.9310738435265896
 410	 0.4100000000000003	 0.9320049173701163
 411	 0.4110000000000003	 0.9329369222874864
 412	 0.4120000000000003	 0.9338698592097738
 413	 0.4130000000000003	 0.9348037290689836
 414	 0.4140000000000003	 0.9357385327980525
 415	 0.4150000000000003	 0.9366742713308506
 416	 0.4160000000000003	 0.9376109456021814
 417	 0.4170000000000003	 0.9385485565477836
 418	 0.4180000000000003	 0.9394871051043313
 419	 0.4190000000000003	 0.9404265922094357
 420	 0.4200000000000003	 0.9413670188016451
 421	 0.4210000000000003	 0.9423083858204467
 422	 0.4220000000000003	 0.9432506942062672
 423	 0.4230000000000003	 0.9441939449004735
 424	 0.4240000000000003	 0.945138138845374
 425	 0.4250000000000003	 0.9460832769842193
 426	 0.4260000000000003	 0.9470293602612035
 427	 0.4270000000000003	 0.9479763896214648
 428	 0.4280000000000003	 0.9489243660110863
 429	 0.4290000000000003	 0.9498732903770974
 430	 0.4300000000000003	 0.9508231636674745
 431	 0.4310000000000003	 0.951773986831142
 432	 0.43200000000000033	 0.9527257608179731
 433	 0.43300000000000033	 0.9536784865787911
 434	 0.43400000000000033	 0.9546321650653699
 435	 0.43500000000000033	 0.9555867972304353
 436	 0.43600000000000033	 0.9565423840276657
 437	 0.43700000000000033	 0.9574989264116933
 438	 0.43800000000000033	 0.958456425338105
 439	 0.43900000000000033	 0.9594148817634431
 440	 0.44000000000000034	 0.9603742966452066
 441	 0.44100000000000034	 0.9613346709418518
 442	 0.44200000000000034	 0.9622960056127936
 443	 0.44300000000000034	 0.9632583016184064
 444	 0.44400000000000034	 0.9642215599200248
 445	 0.44500000000000034	 0.9651857814799448
 446	 0.44600000000000034	 0.9661509672614248
 447	 0.44700000000000034	 0.9671171182286862
 448	 0.44800000000000034	 0.9680842353469149
 449	 0.44900000000000034	 0.9690523195822618
 450	 0.45000000000000034	 0.970021371901844
 451	 0.45100000000000035	 0.9709913932737458
 452	 0.45200000000000035	 0.9719623846670196
 453	 0.45300000000000035	 0.9729343470516866
 454	 0.45400000000000035	 0.9739072813987383
 455	 0.45500000000000035	 0.9748811886801371
 456	 0.45600000000000035	 0.9758560698688172
 457	 0.45700000000000035	 0.9768319259386861
 458	 0.45800000000000035	 0.9778087578646247
 459	 0.45900000000000035	 0.9787865666224893
 460	 0.46000000000000035	 0.9797653531891118
 461	 0.46100000000000035	 0.980745118542301
 462	 0.46200000000000035	 0.9817258636608432
 463	 0.46300000000000036	 0.9827075895245041
 464	 0.46400000000000036	 0.9836902971140286
 465	 0.46500000000000036	 0.9846739874111425
 466	 0.46600000000000036	 0.9856586613985536
 467	 0.46700000000000036	 0.9866443200599522
 468	 0.46800000000000036	 0.9876309643800121
 469	 0.46900000000000036	 0.9886185953443921
 470	 0.47000000000000036	 0.9896072139397365
 471	 0.47100000000000036	 0.9905968211536762
 472	 0.47200000000000036	 0.9915874179748299
 473	 0.47300000000000036	 0.9925790053928046
 474	 0.47400000000000037	 0.9935715843981975
 475	 0.47500000000000037	 0.9945651559825957
 476	 0.47600000000000037	 0.9955597211385783
 477	 0.47700000000000037	 0.9965552808597169
 478	 0.47800000000000037	 0.9975518361405766
 479	 0.47900000000000037	 0.9985493879767172
 480	 0.48000000000000037	 0.9995479373646939
 481	 0.48100000000000037	 1.0005474853020586
 482	 0.4820000000000004	 1.0015480327873607
 483	 0.4830000000000004	 1.0025495808201481
 484	 0.4840000000000004	 1.0035521304009682
 485	 0.4850000000000004	 1.0045556825313693
 486	 0.4860000000000004	 1.0055602382139006
 487	 0.4870000000000004	 1.0065657984521146
 488	 0.4880000000000004	 1.0075723642505667
 489	 0.4890000000000004	 1.0085799366148174
 490	 0.4900000000000004	 1.0095885165514322
 491	 0.4910000000000004	 1.0105981050679838
 492	 0.4920000000000004	 1.0116087031730518
 493	 0.4930000000000004	 1.012620311876225
 494	 0.4940000000000004	 1.0136329321881012
 495	 0.4950000000000004	 1.0146465651202894
 496	 0.4960000000000004	 1.0156612116854096
 497	 0.4970000000000004	 1.016676872897095
 498	 0.4980000000000004	 1.0176935497699922
 499	 0.4990000000000004	 1.018711243319762
 500	 0.5000000000000003	 1.0197299545630818
 501	 0.5010000000000003	 1.020749684517645
 502	 0.5020000000000003	 1.0217704342021625
 503	 0.5030000000000003	 1.0227922046363647
 504	 0.5040000000000003	 1.023814996841001
 505	 0.5050000000000003	 1.024838811837842
 506	 0.5060000000000003	 1.0258636506496799
 507	 0.5070000000000003	 1.0268895143003296
 508	 0.5080000000000003	 1.02791640381463
 509	 0.5090000000000003	 1.0289443202184447
 510	 0.5100000000000003	 1.0299732645386632
 511	 0.5110000000000003	 1.031003237803202
 512	 0.5120000000000003	 1.032034241041005
 513	 0.5130000000000003	 1.033066275282046
 514	 0.5140000000000003	 1.034099341557328
 515	 0.5150000000000003	 1.0351334408988855
 516	 0.5160000000000003	 1.0361685743397844
 517	 0.5170000000000003	 1.0372047429141242
 518	 0.5180000000000003	 1.0382419476570384
 519	 0.5190000000000003	 1.0392801896046955
 520	 0.5200000000000004	 1.0403194697943001
 521	 0.5210000000000004	 1.0413597892640944
 522	 0.5220000000000004	 1.0424011490533585
 523	 0.5230000000000004	 1.0434435502024118
 524	 0.5240000000000004	 1.0444869937526142
 525	 0.5250000000000004	 1.045531480746367
 526	 0.5260000000000004	 1.0465770122271132
 527	 0.5270000000000004	 1.0476235892393404
 528	 0.5280000000000004	 1.0486712128285798
 529	 0.5290000000000004	 1.0497198840414084
 530	 0.5300000000000004	 1.0507696039254497
 531	 0.5310000000000004	 1.0518203735293752
 532	 0.5320000000000004	 1.0528721939029047
 533	 0.5330000000000004	 1.0539250660968076
 534	 0.5340000000000004	 1.0549789911629044
 535	 0.5350000000000004	 1.0560339701540673
 536	 0.5360000000000004	 1.0570900041242213
 537	 0.5370000000000004	 1.0581470941283455
 538	 0.5380000000000004	 1.059205241222474
 539	 0.5390000000000004	 1.0602644464636963
 540	 0.5400000000000004	 1.06132471091016
 541	 0.5410000000000004	 1.0623860356210701
 542	 0.5420000000000004	 1.0634484216566913
 543	 0.5430000000000004	 1.064511870078348
 544	 0.5440000000000004	 1.0655763819484263
 545	 0.5450000000000004	 1.0666419583303748
 546	 0.5460000000000004	 1.067708600288705
 547	 0.5470000000000004	 1.0687763088889937
 548	 0.5480000000000004	 1.0698450851978827
 549	 0.5490000000000004	 1.0709149302830805
 550	 0.5500000000000004	 1.0719858452133635
 551	 0.5510000000000004	 1.0730578310585768
 552	 0.5520000000000004	 1.0741308888896353
 553	 0.5530000000000004	 1.075205019778525
 554	 0.5540000000000004	 1.0762802247983034
 555	 0.5550000000000004	 1.0773565050231018
 556	 0.5560000000000004	 1.0784338615281248
 557	 0.5570000000000004	 1.079512295389653
 558	 0.5580000000000004	 1.0805918076850427
 559	 0.5590000000000004	 1.0816723994927278
 560	 0.5600000000000004	 1.0827540718922204
 561	 0.5610000000000004	 1.0838368259641127
 562	 0.5620000000000004	 1.0849206627900767
 563	 0.5630000000000004	 1.0860055834528668
 564	 0.5640000000000004	 1.0870915890363197
 565	 0.5650000000000004	 1.0881786806253562
 566	 0.5660000000000004	 1.0892668593059815
 567	 0.5670000000000004	 1.0903561261652874
 568	 0.5680000000000004	 1.0914464822914527
 569	 0.5690000000000004	 1.0925379287737442
 570	 0.5700000000000004	 1.093630466702518
 571	 0.5710000000000004	 1.0947240971692205
 572	 0.5720000000000004	 1.0958188212663897
 573	 0.5730000000000004	 1.0969146400876562
 574	 0.5740000000000004	 1.0980115547277438
 575	 0.5750000000000004	 1.0991095662824715
 576	 0.5760000000000004	 1.100208675848754
 577	 0.5770000000000004	 1.1013088845246026
 578	 0.5780000000000004	 1.1024101934091273
 579	 0.5790000000000004	 1.1035126036025364
 580	 0.5800000000000004	 1.104616116206139
 581	 0.5810000000000004	 1.105720732322345
 582	 0.5820000000000004	 1.1068264530546674
 583	 0.5830000000000004	 1.1079332795077221
 584	 0.5840000000000004	 1.1090412127872298
 585	 0.5850000000000004	 1.110150254000017
 586	 0.5860000000000004	 1.111260404254017
 587	 0.5870000000000004	 1.112371664658271
 588	 0.5880000000000004	 1.1134840363229292
 589	 0.5890000000000004	 1.1145975203592522
 590	 0.5900000000000004	 1.1157121178796114
 591	 0.5910000000000004	 1.116827829997491
 592	 0.5920000000000004	 1.1179446578274885
 593	 0.5930000000000004	 1.119062602485316
 594	 0.5940000000000004	 1.1201816650878014
 595	 0.5950000000000004	 1.1213018467528892
 596	 0.5960000000000004	 1.122423148599642
 597	 0.5970000000000004	 1.1235455717482417
 598	 0.5980000000000004	 1.1246691173199899
 599	 0.5990000000000004	 1.1257937864373098
 600	 0.6000000000000004	 1.126919580223747
 601	 0.6010000000000004	 1.1280464998039708
 602	 0.6020000000000004	 1.1291745463037748
 603	 0.6030000000000004	 1.1303037208500786
 604	 0.6040000000000004	 1.1314340245709287
 605	 0.6050000000000004	 1.1325654585954996
 606	 0.6060000000000004	 1.133698024054095
 607	 0.6070000000000004	 1.1348317220781492
 608	 0.6080000000000004	 1.1359665538002273
 609	 0.6090000000000004	 1.1371025203540275
 610	 0.6100000000000004	 1.1382396228743814
 611	 0.6110000000000004	 1.1393778624972557
